x,y,mjd,maj,min,radius,theta,size,ratio,pos,flux,date,year,component_number,is_core,delta_x_est,delta_y_est,distance_to_core,redshift,freq,tb,scale,lin_pol,evpa
-3.8584172301625586e-08,-1.2033224550123123e-07,55619.0,9.122660316052134e-08,9.122660316052134e-08,0.4549207580095996,-162.22170825264146,0.3284157713778768,1.0,180.0,0.06738479435443878,2011-02-27,2011.1553730321698,1,False,-4.2159666868712975e-08,-1.297849276937768e-07,1.3646085507192064e-07,0,15357490000.0,507373351.6682124,3600000.0,0,0
9.943295964376375e-08,-1.0463126045578974e-06,55619.0,5.568999768001959e-07,5.568999768001959e-07,3.783695873054074,174.57138236903384,2.004839916480705,1.0,-152.665283203125,0.02017984725534916,2011-02-27,2011.1553730321698,3,False,9.585746507667636e-08,-1.055765286750443e-06,1.0601080106848412e-06,0,15357490000.0,25970351.147660375,3600000.0,0,0
1.990213771563276e-09,5.746990883181979e-09,55963.0,0.0,0.0,0.021894646872693425,19.101244072897266,0.0,0.0,0.0,0.20383302867412567,2012-02-06,2012.0971937029433,0,True,0.0,0.0,0.0,0,15357490000.0,1047902062.6806325,3600000.0,0,0
-9.671637712926895e-08,-4.776301238962333e-07,55963.0,2.620373606987414e-07,2.620373606987414e-07,1.75436607452422,-168.55283274549055,0.943334498515469,1.0,-158.00039672851562,0.058221232146024704,2012-02-06,2012.0971937029433,2,False,-9.870659090083223e-08,-4.833771147794153e-07,4.933522333786848e-07,0,15357490000.0,299314343.97300786,3600000.0,0,0
-3.053222030757752e-08,-1.2956643047346006e-07,55963.0,8.248095895169172e-08,8.248095895169172e-08,0.47921498924572,-166.74020640942635,0.2969314522260902,1.0,-171.45736694335938,0.055808428674936295,2012-02-06,2012.0971937029433,1,False,-3.2522434079140794e-08,-1.3531342135664204e-07,1.39166916749895e-07,0,15357490000.0,286910163.2048423,3600000.0,0,0
8.86609186068199e-08,-8.864561209520616e-07,55963.0,3.768549845517555e-07,3.768549845517555e-07,3.2071640367599055,174.2884273285383,1.3566779443863197,1.0,-145.7644805908203,0.019351400434970856,2012-02-06,2012.0971937029433,3,False,8.667070483525663e-08,-8.922031118352436e-07,8.96402924942312e-07,0,15357490000.0,54384885.51903867,3600000.0,0,0
2.65074984184821e-09,1.7599386836764097e-08,56351.0,0.0,0.0,0.06407240433395209,8.565281933042874,0.0,0.0,0.0,0.19970712065696716,2013-02-28,2013.1594798083504,0,True,0.0,0.0,0.0,0,15357490000.0,1064548415.3297302,3600000.0,0,0
-8.587096544943051e-08,-5.297587790664693e-07,56351.0,2.8345743885438424e-07,2.8345743885438424e-07,1.9320237316605526,-170.79275292115602,1.0204467798757832,1.0,-164.2178192138672,0.04567241296172142,2013-02-28,2013.1594798083504,2,False,-8.852171529127872e-08,-5.473581659032334e-07,5.544700675952326e-07,0,15357490000.0,226878104.95424518,3600000.0,0,0
-2.6300364552866995e-08,-1.0564931329781757e-07,56351.0,1.0708479436516427e-07,1.0708479436516427e-07,0.3919453865321634,-166.02091922742605,0.3855052597145914,1.0,-160.77601623535156,0.06810988485813141,2013-02-28,2013.1594798083504,1,False,-2.8951114394715205e-08,-1.2324870013458167e-07,1.266033534688553e-07,0,15357490000.0,363063018.2614105,3600000.0,0,0
1.2843416641317162e-07,-9.438891765967128e-07,56351.0,4.772346073877998e-07,4.772346073877998e-07,3.429313427184911,172.2514013165286,1.7180445865960792,1.0,-152.96116638183594,0.019204651936888695,2013-02-28,2013.1594798083504,3,False,1.2578341657132341e-07,-9.614885634334769e-07,9.696812494308252e-07,0,15357490000.0,33655568.26375233,3600000.0,0,0
6.1073386348198255e-09,3.2726852339237666e-08,56682.0,0.0,0.0,0.11985061527618783,10.570691691640251,0.0,0.0,0.0,0.19178149104118347,2014-01-25,2014.065708418891,0,True,0.0,0.0,0.0,0,15351875000.0,1530756303.7904031,3600000.0,0,0
-1.0327114097208323e-07,-3.228526566090295e-07,56682.0,2.3674624571867753e-07,2.3674624571867753e-07,1.2202819399736693,-162.26204307492043,0.8522864845872391,1.0,-169.6256866455078,0.034500472247600555,2014-01-25,2014.065708418891,2,False,-1.0937847960690306e-07,-3.555795089482672e-07,3.7202209475380426e-07,0,15351875000.0,245861663.8040838,3600000.0,0,0
-1.1077027295414155e-08,-4.94341456658276e-08,56682.0,7.36919432142713e-08,7.36919432142713e-08,0.18237598903561952,-167.36999284348866,0.2652909955713767,1.0,-135.68478393554688,0.15060743689537048,2014-01-25,2014.065708418891,1,False,-1.718436593023398e-08,-8.216099800506527e-08,8.393885885340904e-08,0,15351875000.0,1202114355.1115496,3600000.0,0,0
5.189292107132815e-09,-7.088708571245661e-07,56682.0,4.946129479321826e-07,4.946129479321826e-07,2.552003463555026,179.58057349600978,1.7806066125558573,1.0,-138.6929168701172,0.041071921586990356,2014-01-25,2014.065708418891,3,False,-9.180465276870109e-10,-7.415977094638038e-07,7.415982777025493e-07,0,15351875000.0,67057296.14163563,3600000.0,0,0
6.029515997596491e-09,3.9761889780720594e-08,57040.0,0.0,0.0,0.1447792240952023,8.622673255817842,0.0,0.0,0.0,0.18587641417980194,2015-01-18,2015.0458590006845,0,True,0.0,0.0,0.0,0,15351875000.0,1449958288.7332523,3600000.0,0,0
-1.1860831961030271e-07,-3.7587872725453053e-07,57040.0,2.5064676378860895e-07,2.5064676378860895e-07,1.4189332803338994,-162.48693860571962,0.9023283496389922,1.0,-147.88467407226562,0.0496448390185833,2015-01-18,2015.0458590006845,2,False,-1.246378356078992e-07,-4.156406170352511e-07,4.339259298480168e-07,0,15351875000.0,315632620.872091,3600000.0,0,0
-1.2554532524688966e-08,-5.613939890736219e-08,57040.0,8.285853425604728e-08,8.285853425604728e-08,0.207093841578765,-167.3942747299912,0.2982907233217702,1.0,-157.29322814941406,0.154324010014534,2015-01-18,2015.0458590006845,1,False,-1.8584048522285457e-08,-9.590128868808279e-08,9.76853317111308e-08,0,15351875000.0,1203828783.0035083,3600000.0,0,0
4.413379173229259e-08,-8.298573561660305e-07,57040.0,4.950491643285204e-07,4.950491643285204e-07,2.9917083514433425,176.9557418413792,1.7821769915826735,1.0,-139.62237548828125,0.02841128036379814,2015-01-18,2015.0458590006845,3,False,3.81042757346961e-08,-8.696192459467511e-07,8.704536568653508e-07,0,15351875000.0,46304811.470189355,3600000.0,0,0
-3.628092826168938e-10,2.916162245014675e-08,57271.0,0.0,0.0,0.10498996539825085,-0.7127987565859976,0.0,0.0,0.0,0.18238799273967743,2015-09-06,2015.678302532512,0,True,0.0,0.0,0.0,0,15351875000.0,1466707585.8007205,3600000.0,0,0
-8.940797613377072e-08,-3.9725438227833365e-07,57271.0,2.984374987136107e-07,2.984374987136107e-07,1.465889014368543,-167.31608296205738,1.0743749953689985,1.0,-151.76385498046875,0.05468038097023964,2015-09-06,2015.678302532512,2,False,-8.904516685115382e-08,-4.264160047284804e-07,4.356141077010124e-07,0,15351875000.0,245220473.64596912,3600000.0,0,0
1.527019399816254e-09,-7.687510361620298e-08,57271.0,8.54067252475943e-08,8.54067252475943e-08,0.27680496552892925,178.86204689928658,0.30746421089133946,1.0,-155.74195861816406,0.1241873949766159,2015-09-06,2015.678302532512,1,False,1.889828682433148e-09,-1.0603672606634973e-07,1.0605356536825643e-07,0,15351875000.0,998676456.3663514,3600000.0,0,0
1.0209563328089644e-07,-8.932428272601101e-07,57271.0,4.395159578507446e-07,4.395159578507446e-07,3.2366107608971366,173.47951830924518,1.5822574482626806,1.0,-147.51231384277344,0.02411661483347416,2015-09-06,2015.678302532512,3,False,1.0245844256351333e-07,-9.224044497102568e-07,9.280774220386047e-07,0,15351875000.0,49865368.10941723,3600000.0,0,0
-3.590941544118209e-09,7.177439975691868e-09,57409.0,0.0,0.0,0.028892216164254716,-26.57923674064032,0.0,0.0,0.0,0.15431629121303558,2016-01-22,2016.0561259411363,0,True,0.0,0.0,0.0,0,15351875000.0,1198651599.859256,3600000.0,0,0
-1.0084480805971907e-07,-4.03368119350489e-07,57409.0,2.6758939952742367e-07,2.6758939952742367e-07,1.4968188516555825,-165.96338511797873,0.9633218382987252,1.0,-146.12811279296875,0.047636114060878754,2016-01-22,2016.0561259411363,2,False,-9.725386651560086e-08,-4.1054555932618086e-07,4.2190753825296963e-07,0,15351875000.0,265723824.48009303,3600000.0,0,0
-1.7834302923347423e-08,-1.07714321018193e-07,57409.0,7.658459821868746e-08,7.658459821868746e-08,0.39305071883754367,-170.5988026333674,0.27570455358727486,1.0,-135.6847686767578,0.0817098468542099,2016-01-22,2016.0561259411363,1,False,-1.4243361379229214e-08,-1.1489176099388487e-07,1.1577128351908035e-07,0,15351875000.0,634681133.7037891,3600000.0,0,0
7.176103622441588e-08,-9.082642122848483e-07,57409.0,4.778311222253251e-07,4.778311222253251e-07,3.279940867189672,175.48250288717605,1.7201920400111703,1.0,-131.27923583984375,0.024642473086714745,2016-01-22,2016.0561259411363,3,False,7.535197776853408e-08,-9.154416522605402e-07,9.185376090542714e-07,0,15351875000.0,43108945.84537037,3600000.0,0,0
-9.696512481838226e-10,3.3626101014760934e-08,57555.0,0.0,0.0,0.12110428321597141,-1.651738709917813,0.0,0.0,0.0,0.20416851341724396,2016-06-16,2016.4558521560575,0,True,0.0,0.0,0.0,0,15351875000.0,1686657072.9443324,3600000.0,0,0
-1.069576924805915e-07,-4.0882162011257606e-07,57555.0,2.9480068519660563e-07,2.9480068519660563e-07,1.5212931483041279,-165.3386427520598,1.0612824667077803,1.0,-144.26739501953125,0.05593645200133324,2016-06-16,2016.4558521560575,2,False,-1.0598804123240768e-07,-4.42447721127337e-07,4.5496532924504954e-07,0,15351875000.0,257080962.24033415,3600000.0,0,0
1.8032745296991948e-09,-6.356494708370519e-08,57555.0,7.475810548385198e-08,7.475810548385198e-08,0.22892587378083065,178.3750113760655,0.2691291797418671,1.0,-133.3926239013672,0.1513643115758896,2016-06-16,2016.4558521560575,1,False,2.7729257778830174e-09,-9.719104809846613e-08,9.723059676793105e-08,0,15351875000.0,1250436134.53308,3600000.0,0,0
9.299444059251982e-08,-9.197394774673739e-07,57555.0,4.978465426574985e-07,4.978465426574985e-07,3.3279438087525213,174.22647095291052,1.7922475535669946,1.0,-135.6847686767578,0.027034496888518333,2016-06-16,2016.4558521560575,3,False,9.396409184070365e-08,-9.533655784821349e-07,9.579849564528787e-07,0,15351875000.0,43567162.82773652,3600000.0,0,0
-1.5135503961261065e-09,2.989056113733568e-08,57710.0,0.0,0.0,0.10774388511459547,-2.8987761441338415,0.0,0.0,0.0,0.26481494307518005,2016-11-18,2016.880219028063,0,True,0.0,0.0,0.0,0,15351875000.0,2173045806.5318213,3600000.0,0,0
3.638751300272247e-09,-6.847835720691364e-08,57710.0,8.382371419202173e-08,8.382371419202173e-08,0.24686987641570673,176.95832072215632,0.3017653710912782,1.0,-152.665283203125,0.1912180632352829,2016-11-18,2016.880219028063,1,False,5.152301696398354e-09,-9.836891834424932e-08,9.850375784196408e-08,0,15351875000.0,1569116929.8123856,3600000.0,0,0
-9.338746309595081e-08,-4.1622749336056586e-07,57710.0,2.997351771227841e-07,2.997351771227841e-07,1.5356713244134041,-167.35417468949368,1.0790466376420227,1.0,-168.1828155517578,0.051930926740169525,2016-11-18,2016.880219028063,2,False,-9.18739126998247e-08,-4.4611805449790154e-07,4.554801141474429e-07,0,15351875000.0,230878036.78882676,3600000.0,0,0
1.1591414761369379e-07,-9.648044851928717e-07,57710.0,5.178719675313914e-07,5.178719675313914e-07,3.4982735519221726,173.14917067341014,1.864339083113009,1.0,-136.59356689453125,0.024588176980614662,2016-11-18,2016.880219028063,3,False,1.1742769800981989e-07,-9.946950463302073e-07,1.0016024657785836e-06,0,15351875000.0,36619592.055542834,3600000.0,0,0
